rsi_period,entry,exit,stop,final,return_pct,trades,win_rate
21,20,70,0.1,1751.9310604451393,16.795404029675964,2,50.0
21,20,70,0.12,1751.9310604451393,16.795404029675964,2,50.0
21,20,75,0.05,1751.9310604451393,16.795404029675964,2,50.0
21,20,75,0.08,1751.9310604451393,16.795404029675964,2,50.0
21,20,75,0.1,1751.9310604451393,16.795404029675964,2,50.0
21,20,75,0.12,1751.9310604451393,16.795404029675964,2,50.0
21,26,70,0.05,1749.607155535141,16.64047703567606,11,72.72727272727273
21,26,60,0.08,1743.2244448515394,16.214962990102634,11,72.72727272727273
21,26,60,0.1,1743.2244448515394,16.214962990102634,11,72.72727272727273
21,26,60,0.12,1743.2244448515394,16.214962990102634,11,72.72727272727273
21,26,65,0.08,1741.4004152924686,16.093361019497898,11,81.81818181818183
21,34,80,0.12,1737.4889137115294,15.832594247435306,9,66.66666666666666
21,22,70,0.08,1727.7943016936056,15.186286779573699,2,50.0
21,22,70,0.1,1727.7943016936056,15.186286779573699,2,50.0
21,22,70,0.12,1727.7943016936056,15.186286779573699,2,50.0
21,22,75,0.08,1727.7943016936056,15.186286779573699,2,50.0
21,22,75,0.1,1727.7943016936056,15.186286779573699,2,50.0
21,22,75,0.12,1727.7943016936056,15.186286779573699,2,50.0
14,20,65,0.08,1725.4422648244665,15.029484321631092,8,87.5
14,20,65,0.1,1725.4422648244665,15.029484321631092,8,87.5
14,20,65,0.12,1725.4422648244665,15.029484321631092,8,87.5
21,26,65,0.12,1724.0220650022343,14.934804333482287,11,90.9090909090909
21,26,65,0.1,1723.9329089374198,14.928860595827986,11,81.81818181818183
21,26,55,0.08,1716.4079282962982,14.42719521975322,11,81.81818181818183
21,26,55,0.1,1716.4079282962982,14.42719521975322,11,81.81818181818183
21,26,55,0.12,1716.4079282962982,14.42719521975322,11,81.81818181818183
21,34,80,0.08,1711.833778454135,14.12225189694234,11,63.63636363636363
21,22,70,0.05,1706.6068832882806,13.773792219218706,3,66.66666666666666
